,open_time,close_time,Open,High,Low,Volume
365,1600405200000,1600408799999,325.37000000,326.89000000,324.50000000,48.58970000
366,1600408800000,1600412399999,327.06000000,329.52000000,325.39000000,85.31608000
367,1600412400000,1600415999999,329.00000000,329.24000000,326.69000000,91.60473000
368,1600416000000,1600419599999,327.81000000,328.26000000,325.94000000,110.38789000
369,1600419600000,1600423199999,328.19000000,329.56000000,328.08000000,126.84193000
370,1600423200000,1600426799999,329.40000000,330.00000000,327.34000000,144.17927000
371,1600426800000,1600430399999,328.17000000,328.79000000,327.54000000,35.31124000
372,1600430400000,1600433999999,327.35000000,328.79000000,326.98000000,41.59490000
373,1600434000000,1600437599999,328.07000000,328.47000000,325.16000000,40.04696000
374,1600437600000,1600441199999,325.45000000,327.39000000,325.00000000,89.47567000
375,1600441200000,1600444799999,326.41000000,327.31000000,322.33000000,83.28669000
376,1600444800000,1600448399999,323.73000000,325.61000000,322.68000000,54.35256000
377,1600448400000,1600451999999,323.61000000,325.19000000,318.31000000,316.92968000
378,1600452000000,1600455599999,319.74000000,322.41000000,318.41000000,126.64538000
379,1600455600000,1600459199999,321.52000000,322.41000000,320.29000000,45.58995000
380,1600459200000,1600462799999,321.69000000,324.29000000,321.12000000,85.33657000
381,1600462800000,1600466399999,322.85000000,324.80000000,322.33000000,22.00775000
382,1600466400000,1600469999999,324.69000000,326.22000000,323.86000000,51.12833000
383,1600470000000,1600473599999,325.86000000,326.22000000,323.06000000,25.01269000
384,1600473600000,1600477199999,325.94000000,327.06000000,325.01000000,32.93492000
385,1600477200000,1600480799999,325.57000000,325.57000000,324.16000000,3.72862000
386,1600480800000,1600484399999,325.09000000,326.36000000,325.01000000,43.51132000
387,1600484400000,1600487999999,325.01000000,325.24000000,324.45000000,10.56729000
388,1600488000000,1600491599999,324.87000000,325.09000000,323.89000000,2.74579000
389,1600491600000,1600495199999,325.03000000,325.09000000,321.31000000,26.61196000
390,1600495200000,1600498799999,322.30000000,323.14000000,322.06000000,33.96578000
391,1600498800000,1600502399999,323.42000000,323.87000000,320.88000000,32.27416000
392,1600502400000,1600505999999,320.84000000,322.42000000,320.53000000,71.51101000
393,1600506000000,1600509599999,321.85000000,323.32000000,321.85000000,20.36379000
394,1600509600000,1600513199999,322.78000000,324.20000000,322.19000000,38.48844000
395,1600513200000,1600516799999,324.23000000,328.49000000,323.99000000,90.92775000
396,1600516800000,1600520399999,328.68000000,329.32000000,325.78000000,38.87331000
397,1600520400000,1600523999999,327.62000000,327.91000000,326.13000000,86.59895000
398,1600524000000,1600527599999,327.40000000,327.88000000,326.50000000,66.70815000
399,1600527600000,1600531199999,327.24000000,327.24000000,325.65000000,27.42722000
400,1600531200000,1600534799999,326.76000000,328.31000000,326.14000000,30.57412000
401,1600534800000,1600538399999,326.99000000,328.11000000,326.69000000,154.63821000
402,1600538400000,1600541999999,328.11000000,328.11000000,324.25000000,85.84775000
403,1600542000000,1600545599999,325.87000000,326.91000000,325.01000000,63.17753000
404,1600545600000,1600549199999,326.04000000,327.69000000,326.04000000,20.93683000
405,1600549200000,1600552799999,327.16000000,327.91000000,325.78000000,142.68134000
406,1600552800000,1600556399999,326.27000000,326.52000000,325.29000000,8.53087000
407,1600556400000,1600559999999,325.73000000,327.60000000,325.73000000,11.76501000
408,1600560000000,1600563599999,326.23000000,326.23000000,325.57000000,6.13171000
409,1600563600000,1600567199999,325.29000000,325.29000000,322.42000000,19.02609000
410,1600567200000,1600570799999,323.06000000,323.64000000,322.41000000,18.23653000
411,1600570800000,1600574399999,322.50000000,323.98000000,322.10000000,6.35712000
412,1600574400000,1600577999999,323.98000000,324.26000000,323.98000000,5.99547000
413,1600578000000,1600581599999,323.50000000,323.77000000,323.06000000,17.18902000
414,1600581600000,1600585199999,323.06000000,323.71000000,322.52000000,19.69385000
415,1600585200000,1600588799999,323.91000000,324.31000000,323.38000000,21.69547000
416,1600588800000,1600592399999,323.34000000,324.26000000,322.50000000,31.23056000
417,1600592400000,1600595999999,322.76000000,323.14000000,321.06000000,76.46882000
418,1600596000000,1600599599999,323.14000000,323.70000000,321.95000000,41.01460000
419,1600599600000,1600603199999,323.47000000,323.65000000,321.97000000,17.85556000
420,1600603200000,1600606799999,321.95000000,322.51000000,314.87000000,306.05955000
421,1600606800000,1600610399999,315.93000000,317.56000000,314.74000000,84.21989000
422,1600610400000,1600613999999,316.93000000,317.53000000,315.99000000,44.89268000
423,1600614000000,1600617599999,315.98000000,316.62000000,314.81000000,59.66616000
424,1600617600000,1600621199999,314.68000000,315.17000000,310.00000000,281.75264000
425,1600621200000,1600624799999,314.57000000,316.80000000,314.28000000,128.91825000
426,1600624800000,1600628399999,316.53000000,316.83000000,314.82000000,29.94360000
427,1600628400000,1600631999999,316.12000000,316.94000000,314.55000000,44.45851000
428,1600632000000,1600635599999,314.33000000,314.75000000,312.66000000,77.17588000
429,1600635600000,1600639199999,313.19000000,314.63000000,311.00000000,97.96933000
430,1600639200000,1600642799999,314.36000000,314.73000000,310.78000000,222.68819000
431,1600642800000,1600646399999,313.51000000,316.20000000,313.51000000,103.89775000
432,1600646400000,1600649999999,314.28000000,319.12000000,312.90000000,44.35472000
433,1600650000000,1600653599999,317.71000000,318.71000000,316.69000000,11.17091000
434,1600653600000,1600657199999,317.64000000,317.89000000,316.72000000,0.56278000
435,1600657200000,1600660799999,316.45000000,317.62000000,316.18000000,3.41535000
436,1600660800000,1600664399999,317.37000000,318.04000000,316.72000000,6.30656000
437,1600664400000,1600667999999,316.72000000,317.64000000,315.77000000,30.07619000
438,1600668000000,1600671599999,317.23000000,318.41000000,315.31000000,115.39203000
439,1600671600000,1600675199999,316.53000000,317.00000000,313.90000000,69.48488000
440,1600675200000,1600678799999,314.30000000,314.54000000,311.58000000,105.26227000
441,1600678800000,1600682399999,313.00000000,313.42000000,304.84000000,470.74136000
442,1600682400000,1600685999999,305.47000000,307.15000000,302.00000000,318.99568000
443,1600686000000,1600689599999,302.85000000,305.42000000,297.40000000,563.44816000
444,1600689600000,1600693199999,299.38000000,299.38000000,290.00000000,493.65602000
445,1600693200000,1600696799999,294.42000000,298.86000000,294.42000000,344.68428000
446,1600696800000,1600700399999,295.80000000,296.44000000,283.60000000,515.57647000
447,1600700400000,1600703999999,288.75000000,292.12000000,287.76000000,294.82271000
448,1600704000000,1600707599999,290.50000000,293.77000000,288.46000000,165.49594000
449,1600707600000,1600711199999,290.25000000,293.46000000,289.68000000,215.23615000
450,1600711200000,1600714799999,292.05000000,292.73000000,289.83000000,175.96663000
451,1600714800000,1600718399999,292.38000000,295.49000000,292.00000000,453.23720000
452,1600718400000,1600721999999,294.36000000,298.45000000,294.33000000,135.63891000
453,1600722000000,1600725599999,296.25000000,298.66000000,294.34000000,179.27944000
454,1600725600000,1600729199999,297.21000000,297.21000000,293.45000000,179.53250000
455,1600729200000,1600732799999,293.56000000,294.79000000,290.22000000,38.26349000
456,1600732800000,1600736399999,290.83000000,294.63000000,288.40000000,116.79839000
457,1600736400000,1600739999999,292.66000000,292.71000000,290.80000000,50.22701000
458,1600740000000,1600743599999,292.48000000,294.18000000,292.10000000,33.82417000
459,1600743600000,1600747199999,294.08000000,294.08000000,292.42000000,4.98242000
460,1600747200000,1600750799999,294.14000000,296.01000000,293.63000000,22.18529000
461,1600750800000,1600754399999,293.91000000,295.17000000,293.55000000,45.33587000
462,1600754400000,1600757999999,294.60000000,295.86000000,291.82000000,105.08150000
463,1600758000000,1600761599999,293.93000000,293.93000000,287.76000000,216.50933000
464,1600761600000,1600765199999,289.00000000,292.73000000,288.49000000,152.67410000
465,1600765200000,1600768799999,293.12000000,293.42000000,290.50000000,65.78829000
466,1600768800000,1600772399999,291.44000000,292.78000000,290.50000000,114.22496000
467,1600772400000,1600775999999,292.47000000,292.90000000,290.31000000,92.06766000
468,1600776000000,1600779599999,290.49000000,293.14000000,288.56000000,56.54086000
469,1600779600000,1600783199999,293.38000000,294.81000000,292.00000000,132.92483000
470,1600783200000,1600786799999,292.00000000,294.70000000,291.92000000,62.70563000
471,1600786800000,1600790399999,291.93000000,294.21000000,291.00000000,66.33101000
472,1600790400000,1600793999999,293.38000000,294.90000000,292.65000000,57.14570000
473,1600794000000,1600797599999,293.03000000,295.06000000,293.03000000,96.05524000
474,1600797600000,1600801199999,295.65000000,295.77000000,293.71000000,34.19423000
475,1600801200000,1600804799999,295.02000000,295.34000000,294.00000000,42.33781000
476,1600804800000,1600808399999,295.49000000,296.80000000,294.70000000,70.97460000
477,1600808400000,1600811999999,296.17000000,297.18000000,292.81000000,88.01190000
478,1600812000000,1600815599999,297.34000000,297.53000000,295.03000000,145.03254000
479,1600815600000,1600819199999,295.31000000,295.79000000,294.32000000,9.10433000
480,1600819200000,1600822799999,294.80000000,295.02000000,294.52000000,3.97568000
481,1600822800000,1600826399999,295.44000000,295.61000000,294.74000000,5.56948000
482,1600826400000,1600829999999,295.50000000,295.86000000,294.69000000,6.90604000
483,1600830000000,1600833599999,294.21000000,294.21000000,293.49000000,11.54413000
484,1600833600000,1600837199999,293.37000000,293.37000000,292.05000000,28.68210000
485,1600837200000,1600840799999,292.05000000,294.00000000,291.46000000,17.27244000
486,1600840800000,1600844399999,292.57000000,292.57000000,290.54000000,42.24076000
487,1600844400000,1600847999999,290.73000000,291.48000000,286.68000000,180.61033000
488,1600848000000,1600851599999,288.08000000,289.89000000,287.64000000,71.45766000
489,1600851600000,1600855199999,289.27000000,291.27000000,289.10000000,66.59539000
490,1600855200000,1600858799999,291.20000000,291.20000000,289.41000000,14.98070000
491,1600858800000,1600862399999,291.00000000,292.36000000,290.45000000,44.71584000
492,1600862400000,1600865999999,291.50000000,293.81000000,290.50000000,36.19591000
493,1600866000000,1600869599999,293.24000000,295.21000000,292.59000000,51.52222000
494,1600869600000,1600873199999,293.60000000,293.79000000,292.00000000,40.56048000
495,1600873200000,1600876799999,292.40000000,292.71000000,290.91000000,58.39908000
496,1600876800000,1600880399999,291.01000000,292.98000000,291.01000000,34.55215000
497,1600880400000,1600883999999,292.54000000,293.50000000,291.25000000,132.09638000
498,1600884000000,1600887599999,290.42000000,291.09000000,288.45000000,116.73239000
499,1600887600000,1600891199999,289.23000000,289.23000000,281.00000000,261.02053000
500,1600891200000,1600894799999,282.22000000,283.59000000,270.62000000,480.01431000
501,1600894800000,1600898399999,278.23000000,281.86000000,276.25000000,256.87899000
502,1600898400000,1600901999999,278.00000000,279.57000000,276.37000000,58.03032000
503,1600902000000,1600905599999,279.57000000,279.57000000,274.49000000,44.52235000
504,1600905600000,1600909199999,275.48000000,278.26000000,273.14000000,68.62482000
505,1600909200000,1600912799999,277.85000000,279.35000000,277.85000000,6.22535000
506,1600912800000,1600916399999,279.60000000,280.69000000,278.81000000,35.48775000
507,1600916400000,1600919999999,279.37000000,281.02000000,279.36000000,58.95517000
508,1600920000000,1600923599999,280.42000000,281.40000000,279.14000000,32.82876000
509,1600923600000,1600927199999,279.31000000,280.69000000,279.31000000,25.26988000
510,1600927200000,1600930799999,280.63000000,281.30000000,279.34000000,75.98547000
511,1600930800000,1600934399999,279.29000000,283.00000000,279.29000000,60.71291000
512,1600934400000,1600937999999,283.20000000,283.21000000,280.95000000,61.48486000
513,1600938000000,1600941599999,281.50000000,284.75000000,280.30000000,67.60028000
514,1600941600000,1600945199999,283.80000000,287.59000000,282.62000000,167.48579000
515,1600945200000,1600948799999,287.58000000,293.50000000,287.08000000,301.93152000
516,1600948800000,1600952399999,292.25000000,292.88000000,289.24000000,171.43128000
517,1600952400000,1600955999999,289.20000000,291.23000000,287.46000000,125.02893000
518,1600956000000,1600959599999,290.91000000,292.50000000,289.73000000,181.96080000
519,1600959600000,1600963199999,291.43000000,297.12000000,291.21000000,327.09476000
520,1600963200000,1600966799999,296.87000000,300.59000000,295.52000000,234.96928000
521,1600966800000,1600970399999,298.50000000,299.34000000,297.06000000,165.59633000
522,1600970400000,1600973999999,298.62000000,299.57000000,296.11000000,66.60988000
523,1600974000000,1600977599999,296.69000000,298.37000000,295.48000000,134.79955000
524,1600977600000,1600981199999,297.70000000,299.33000000,297.06000000,146.59042000
525,1600981200000,1600984799999,297.18000000,297.94000000,296.07000000,37.16219000
526,1600984800000,1600988399999,297.00000000,302.93000000,296.88000000,113.85965000
527,1600988400000,1600991999999,301.25000000,301.40000000,299.46000000,45.80328000
528,1600992000000,1600995599999,300.34000000,300.34000000,298.02000000,20.87229000
529,1600995600000,1600999199999,298.76000000,299.09000000,297.22000000,5.51763000
530,1600999200000,1601002799999,297.22000000,298.18000000,297.22000000,19.44589000
531,1601002800000,1601006399999,297.97000000,298.49000000,296.17000000,8.94609000
532,1601006400000,1601009999999,296.17000000,297.30000000,295.55000000,4.63479000
533,1601010000000,1601013599999,296.08000000,296.19000000,292.98000000,62.70634000
534,1601013600000,1601017199999,293.21000000,296.19000000,292.82000000,20.26980000
535,1601017200000,1601020799999,296.32000000,296.81000000,294.75000000,72.77637000
536,1601020800000,1601024399999,294.78000000,294.91000000,291.00000000,132.12873000
537,1601024400000,1601027999999,292.82000000,293.70000000,290.20000000,314.19656000
538,1601028000000,1601031599999,293.54000000,295.22000000,292.94000000,75.63207000
539,1601031600000,1601035199999,293.80000000,297.68000000,292.77000000,94.38509000
540,1601035200000,1601038799999,296.90000000,300.32000000,296.58000000,249.05439000
541,1601038800000,1601042399999,297.26000000,298.53000000,295.93000000,146.16035000
542,1601042400000,1601045999999,296.60000000,298.45000000,293.90000000,155.05710000
543,1601046000000,1601049599999,298.75000000,300.44000000,297.75000000,95.69004000
544,1601049600000,1601053199999,300.27000000,300.84000000,298.49000000,48.52798000
545,1601053200000,1601056799999,300.29000000,302.44000000,300.00000000,106.10577000
546,1601056800000,1601060399999,302.37000000,306.72000000,302.37000000,87.14451000
547,1601060400000,1601063999999,306.02000000,306.63000000,304.63000000,28.13385000
548,1601064000000,1601067599999,305.31000000,309.47000000,305.30000000,87.39473000
549,1601067600000,1601071199999,306.17000000,308.24000000,304.66000000,97.49459000
550,1601071200000,1601074799999,308.29000000,308.51000000,303.27000000,118.82136000
551,1601074800000,1601078399999,303.86000000,304.71000000,302.37000000,76.74840000
552,1601078400000,1601081999999,304.50000000,305.49000000,303.55000000,40.29916000
553,1601082000000,1601085599999,302.84000000,304.15000000,302.44000000,5.66465000
554,1601085600000,1601089199999,303.44000000,303.88000000,303.44000000,2.39330000
555,1601089200000,1601092799999,303.88000000,304.10000000,303.54000000,0.94953000
556,1601092800000,1601096399999,302.45000000,304.27000000,301.77000000,20.22412000
557,1601096400000,1601099999999,304.93000000,307.18000000,304.32000000,12.08426000
558,1601100000000,1601103599999,305.54000000,306.76000000,305.54000000,7.50822000
559,1601103600000,1601107199999,305.68000000,305.68000000,302.40000000,31.39437000
560,1601107200000,1601110799999,303.32000000,304.16000000,301.80000000,17.09539000
561,1601110800000,1601114399999,303.09000000,304.23000000,301.63000000,23.40486000
562,1601114400000,1601117999999,303.00000000,303.71000000,300.06000000,75.80373000
563,1601118000000,1601121599999,301.95000000,304.01000000,301.95000000,98.82562000
564,1601121600000,1601125199999,302.90000000,303.03000000,300.50000000,92.59064000
565,1601125200000,1601128799999,301.76000000,302.32000000,300.12000000,30.55407000
566,1601128800000,1601132399999,300.12000000,305.33000000,299.00000000,71.97251000
567,1601132400000,1601135999999,304.11000000,306.24000000,303.92000000,37.30932000
568,1601136000000,1601139599999,304.53000000,306.00000000,303.20000000,25.84464000
569,1601139600000,1601143199999,306.27000000,306.34000000,305.28000000,15.17130000
570,1601143200000,1601146799999,306.27000000,307.00000000,304.58000000,89.93223000
571,1601146800000,1601150399999,304.80000000,305.49000000,303.51000000,94.24653000
572,1601150400000,1601153999999,304.69000000,305.63000000,304.39000000,17.58295000
573,1601154000000,1601157599999,305.25000000,306.80000000,304.32000000,62.41074000
574,1601157600000,1601161199999,304.53000000,306.60000000,303.44000000,111.43487000
575,1601161200000,1601164799999,305.48000000,306.52000000,305.48000000,3.21410000
576,1601164800000,1601168399999,306.43000000,310.70000000,305.41000000,64.54583000
577,1601168400000,1601171999999,311.00000000,312.12000000,309.18000000,34.16650000
578,1601172000000,1601175599999,309.75000000,310.00000000,309.72000000,7.95203000
579,1601175600000,1601179199999,310.24000000,310.73000000,309.67000000,17.69971000
580,1601179200000,1601182799999,310.00000000,312.00000000,310.00000000,57.28320000
581,1601182800000,1601186399999,310.69000000,312.06000000,310.15000000,99.50736000
582,1601186400000,1601189999999,310.49000000,310.49000000,304.37000000,53.82256000
583,1601190000000,1601193599999,305.05000000,306.10000000,304.60000000,27.77138000
584,1601193600000,1601197199999,305.40000000,305.57000000,302.26000000,26.50368000
585,1601197200000,1601200799999,303.85000000,304.04000000,302.51000000,44.85233000
586,1601200800000,1601204399999,302.96000000,304.96000000,302.96000000,12.37609000
587,1601204400000,1601207999999,304.63000000,304.73000000,301.50000000,14.63413000
588,1601208000000,1601211599999,301.50000000,304.60000000,300.15000000,86.83493000
589,1601211600000,1601215199999,304.23000000,304.60000000,303.82000000,14.22139000
590,1601215200000,1601218799999,304.60000000,304.60000000,302.47000000,113.58522000
591,1601218800000,1601222399999,303.50000000,307.18000000,301.74000000,269.85565000
592,1601222400000,1601225999999,306.41000000,307.23000000,305.21000000,84.68869000
593,1601226000000,1601229599999,305.93000000,305.93000000,304.00000000,68.14443000
594,1601229600000,1601233199999,303.98000000,305.92000000,303.98000000,100.24517000
595,1601233200000,1601236799999,304.52000000,306.00000000,303.86000000,45.68599000
596,1601236800000,1601240399999,305.60000000,306.00000000,304.86000000,14.65605000
597,1601240400000,1601243999999,304.99000000,305.71000000,304.01000000,18.99602000
598,1601244000000,1601247599999,305.53000000,307.00000000,305.28000000,50.21503000
599,1601247600000,1601251199999,306.02000000,308.38000000,304.94000000,52.28593000
600,1601251200000,1601254799999,308.44000000,310.35000000,307.48000000,80.84475000
601,1601254800000,1601258399999,308.72000000,309.86000000,308.67000000,37.92391000
602,1601258400000,1601261999999,309.50000000,310.05000000,308.27000000,29.32509000
603,1601262000000,1601265599999,308.31000000,308.47000000,307.66000000,0.64303000
604,1601265600000,1601269199999,308.69000000,309.14000000,308.03000000,3.13506000
605,1601269200000,1601272799999,308.73000000,310.32000000,307.82000000,31.20455000
606,1601272800000,1601276399999,308.42000000,309.16000000,306.89000000,55.07930000
607,1601276400000,1601279999999,307.53000000,309.83000000,306.87000000,28.09575000
608,1601280000000,1601283599999,309.19000000,310.28000000,307.24000000,38.71685000
609,1601283600000,1601287199999,308.65000000,310.09000000,308.00000000,89.57706000
610,1601287200000,1601290799999,308.00000000,309.54000000,307.85000000,36.26246000
611,1601290800000,1601294399999,309.49000000,310.30000000,307.28000000,89.74566000
612,1601294400000,1601297999999,307.98000000,315.20000000,307.42000000,194.07395000
613,1601298000000,1601301599999,313.21000000,314.33000000,311.64000000,137.68765000
614,1601301600000,1601305199999,312.58000000,313.79000000,312.47000000,64.77679000
615,1601305200000,1601308799999,312.87000000,314.88000000,312.86000000,28.09264000
616,1601308800000,1601312399999,314.64000000,315.02000000,313.30000000,54.18313000
617,1601312400000,1601315999999,314.21000000,316.92000000,314.00000000,98.27260000
618,1601316000000,1601319599999,314.50000000,314.81000000,312.81000000,59.75407000
619,1601319600000,1601323199999,313.19000000,313.20000000,311.13000000,171.64955000
620,1601323200000,1601326799999,312.54000000,313.38000000,311.91000000,45.98732000
621,1601326800000,1601330399999,312.88000000,313.42000000,311.01000000,61.16746000
622,1601330400000,1601333999999,313.00000000,313.50000000,310.65000000,43.08930000
623,1601334000000,1601337599999,310.48000000,311.53000000,303.39000000,299.34812000
624,1601337600000,1601341199999,304.01000000,305.55000000,303.00000000,85.29488000
625,1601341200000,1601344799999,305.34000000,305.74000000,304.75000000,7.86476000
626,1601344800000,1601348399999,304.72000000,304.74000000,303.69000000,7.76419000
627,1601348400000,1601351999999,304.82000000,305.10000000,303.83000000,29.28083000
628,1601352000000,1601355599999,304.67000000,305.18000000,304.13000000,7.38760000
629,1601355600000,1601359199999,303.83000000,304.17000000,302.26000000,40.03883000
630,1601359200000,1601362799999,302.51000000,306.23000000,301.47000000,99.86074000
631,1601362800000,1601366399999,305.89000000,306.36000000,305.16000000,19.22957000
632,1601366400000,1601369999999,305.62000000,306.03000000,304.92000000,39.77786000
633,1601370000000,1601373599999,305.96000000,306.51000000,304.38000000,80.81144000
634,1601373600000,1601377199999,305.00000000,308.00000000,305.00000000,47.98937000
635,1601377200000,1601380799999,307.05000000,308.20000000,306.15000000,40.01161000
636,1601380800000,1601384399999,307.09000000,307.79000000,306.69000000,80.31585000
637,1601384400000,1601387999999,307.33000000,307.56000000,304.96000000,47.57215000
638,1601388000000,1601391599999,306.76000000,308.03000000,304.40000000,45.51671000
639,1601391600000,1601395199999,306.13000000,306.97000000,304.39000000,67.32101000
640,1601395200000,1601398799999,304.37000000,305.00000000,302.49000000,157.95621000
641,1601398800000,1601402399999,303.78000000,303.78000000,301.50000000,94.71151000
642,1601402400000,1601405999999,303.00000000,304.88000000,302.56000000,93.50142000
643,1601406000000,1601409599999,304.33000000,305.85000000,304.33000000,63.59402000
644,1601409600000,1601413199999,305.97000000,307.18000000,305.14000000,50.18752000
645,1601413200000,1601416799999,306.08000000,307.05000000,305.80000000,79.52578000
646,1601416800000,1601420399999,306.21000000,306.88000000,305.26000000,19.07977000
647,1601420400000,1601423999999,306.36000000,308.06000000,306.36000000,22.52643000
648,1601424000000,1601427599999,307.36000000,307.36000000,305.85000000,26.26834000
649,1601427600000,1601431199999,305.80000000,306.95000000,303.71000000,13.07268000
650,1601431200000,1601434799999,305.85000000,306.04000000,304.78000000,2.33728000
651,1601434800000,1601438399999,304.86000000,304.86000000,304.81000000,0.06841000
652,1601438400000,1601441999999,304.81000000,305.00000000,303.00000000,10.82305000
653,1601442000000,1601445599999,304.88000000,304.88000000,303.00000000,16.69621000
654,1601445600000,1601449199999,303.30000000,305.42000000,303.30000000,9.77082000
655,1601449200000,1601452799999,304.23000000,305.61000000,303.61000000,50.18143000
656,1601452800000,1601456399999,303.61000000,305.89000000,303.10000000,97.86834000
657,1601456400000,1601459999999,304.87000000,304.87000000,302.81000000,44.97793000
658,1601460000000,1601463599999,304.52000000,305.63000000,304.22000000,74.12804000
659,1601463600000,1601467199999,304.19000000,305.20000000,302.80000000,52.89989000
660,1601467200000,1601470799999,302.70000000,305.06000000,302.00000000,44.69296000
661,1601470800000,1601474399999,305.00000000,305.52000000,304.31000000,69.12249000
662,1601474400000,1601477999999,305.00000000,306.38000000,304.46000000,78.43052000
663,1601478000000,1601481599999,305.25000000,306.29000000,304.98000000,66.26855000
664,1601481600000,1601485199999,305.71000000,307.64000000,305.71000000,46.62938000
665,1601485200000,1601488799999,307.00000000,307.00000000,305.74000000,44.23993000
666,1601488800000,1601492399999,306.19000000,306.62000000,304.00000000,173.61146000
667,1601492400000,1601495999999,305.00000000,305.65000000,304.54000000,28.56756000
668,1601496000000,1601499599999,304.39000000,305.86000000,304.08000000,55.41577000
669,1601499600000,1601503199999,305.65000000,307.00000000,305.56000000,30.10054000
670,1601503200000,1601506799999,306.00000000,307.68000000,306.00000000,37.62307000
671,1601506800000,1601510399999,307.68000000,309.20000000,307.62000000,46.02717000
672,1601510400000,1601513999999,308.39000000,308.39000000,307.46000000,2.67523000
673,1601514000000,1601517599999,307.46000000,309.20000000,307.46000000,7.80278000
674,1601517600000,1601521199999,309.20000000,310.66000000,309.20000000,9.54856000
675,1601521200000,1601524799999,310.04000000,310.42000000,309.54000000,4.24040000
676,1601524800000,1601528399999,310.08000000,311.12000000,309.34000000,18.23546000
677,1601528400000,1601531999999,309.49000000,310.32000000,308.53000000,46.47778000
678,1601532000000,1601535599999,309.78000000,311.00000000,309.48000000,30.11361000
679,1601535600000,1601539199999,310.46000000,312.00000000,310.18000000,48.21802000
680,1601539200000,1601542799999,311.90000000,316.00000000,310.89000000,209.20388000
681,1601542800000,1601546399999,314.84000000,315.00000000,314.53000000,46.08596000
682,1601546400000,1601549999999,314.72000000,314.75000000,313.06000000,66.81858000
683,1601550000000,1601553599999,313.67000000,314.59000000,313.23000000,55.86109000
684,1601553600000,1601557199999,314.76000000,314.87000000,313.49000000,59.01280000
685,1601557200000,1601560799999,314.29000000,314.92000000,312.82000000,176.19847000
686,1601560800000,1601564399999,313.22000000,313.56000000,311.49000000,118.03148000
687,1601564400000,1601567999999,313.29000000,313.56000000,308.63000000,85.09480000
688,1601568000000,1601571599999,308.46000000,308.46000000,296.64000000,795.66076000
689,1601571600000,1601575199999,299.00000000,299.73000000,296.18000000,205.47454000
690,1601575200000,1601578799999,296.17000000,302.14000000,295.93000000,246.03891000
691,1601578800000,1601582399999,301.71000000,303.11000000,299.79000000,67.77389000
692,1601582400000,1601585999999,301.21000000,301.30000000,299.12000000,43.61400000
693,1601586000000,1601589599999,301.29000000,302.28000000,299.89000000,31.07458000
694,1601589600000,1601593199999,300.00000000,302.00000000,300.00000000,12.63199000
695,1601593200000,1601596799999,301.06000000,302.16000000,301.00000000,17.31456000
696,1601596800000,1601600399999,301.13000000,301.80000000,299.51000000,33.77938000
697,1601600400000,1601603999999,300.63000000,302.64000000,300.63000000,44.11588000
698,1601604000000,1601607599999,300.91000000,302.41000000,300.59000000,12.42483000
699,1601607600000,1601611199999,301.10000000,302.24000000,300.90000000,29.76564000
700,1601611200000,1601614799999,303.24000000,303.55000000,301.83000000,34.79418000
701,1601614800000,1601618399999,301.83000000,301.84000000,293.30000000,296.77230000
702,1601618400000,1601621999999,293.26000000,295.55000000,291.59000000,194.05983000
703,1601622000000,1601625599999,294.56000000,294.58000000,293.00000000,144.16052000
704,1601625600000,1601629199999,293.12000000,294.30000000,288.27000000,473.27056000
705,1601629200000,1601632799999,289.02000000,292.66000000,288.74000000,227.75117000
706,1601632800000,1601636399999,290.00000000,290.97000000,286.95000000,207.03252000
707,1601636400000,1601639999999,289.79000000,291.10000000,288.00000000,124.71904000
708,1601640000000,1601643599999,288.92000000,291.15000000,288.92000000,94.78770000
709,1601643600000,1601647199999,291.05000000,294.73000000,289.30000000,123.47558000
710,1601647200000,1601650799999,293.69000000,296.75000000,293.40000000,270.16906000
711,1601650800000,1601654399999,296.35000000,296.35000000,294.92000000,126.05259000
712,1601654400000,1601657999999,294.18000000,295.97000000,293.32000000,110.60523000
713,1601658000000,1601661599999,295.40000000,295.90000000,293.86000000,31.80012000
714,1601661600000,1601665199999,295.47000000,295.71000000,293.91000000,192.34345000
715,1601665200000,1601668799999,295.41000000,295.49000000,294.13000000,78.71969000
716,1601668800000,1601672399999,294.80000000,297.71000000,294.27000000,77.76893000
717,1601672400000,1601675999999,296.73000000,297.09000000,292.82000000,68.41014000
718,1601676000000,1601679599999,293.51000000,295.94000000,293.09000000,28.62476000
719,1601679600000,1601683199999,296.10000000,296.32000000,295.76000000,4.71306000
